Word,Similarity
تو,0.9998867511749268
با,0.9998847246170044
به,0.9998829960823059
و,0.9998791813850403
.,0.9998788237571716
هم,0.9998772740364075
تا,0.9998717904090881
همه,0.9998692274093628
يه,0.9998689293861389
برای,0.9998639225959778
که,0.9998621344566345
ما,0.9998500943183899
ولی,0.999849259853363
اگه,0.9998453855514526
خیلی,0.9998424053192139
الان,0.9998363852500916
باید,0.9998334050178528
دیگه,0.9998319745063782
یه,0.9998291730880737
كه,0.9998286962509155
