Word,frequency
پسره,0.8313727474343732
واسه,1.5492875669835846
دوست,2.5440006071491816
دخترش,0.9976472969212478
با,0.9148037934666565
آواز,0.8551262545039267
خونده,16.46118039920059
که,1.168259443351258
آشتی,4.489412836145615
کنه,0.9780085706039005
من,1.3932660525969147
جلو,1.6704791948448798
نزدم،,0.7482354726909358
البته,1.2114288605472292
زدن,1.3442874594108338
بلد,2.2447064180728074
نیستم,0.8313727474343732
دختر,1.9386100883356066
هم,1.1334876654752568
ندارم,2.516792044505875
«,1.5090463314775175
ای,1.1048710718239987
روزی,1.3561767942523213
حساب,1.7815130302165136
کنیم,0.621176618837758
»,1.4964709453818716
به,0.8619129708095133
ماشینم,2.494118242303119
تکیه,4.489412836145615
داده,0.7482354726909358
بود,1.1026628018603264
خواستم,1.3468238508436845
حالشو,4.489412836145615
بگیرم,1.1223532090364037
گفتم,1.1088308812166878
ماشین,1.2950229335035428
گفت,1.0583593857141527
نه,1.3693198193036733
کی,1.778823953944489
دیگه,1.1801821335819176
از,0.8500501625822138
این,0.5783395590586102
سوار,1.1401683393385686
میشه؟,2.9929418907637433
آره,3.242353714994055
بابا,1.1289166780950963
و,0.818514651976172
پیاده,2.494118242303119
اومدم,1.232387837373306
خونه,0.7789848756782344
:,0.5007691385092222
(,0.4629965355877613
‏وقتی,2.9929418907637433
تو,1.4674535032276523
جاده,0.6275523319343332
های,0.7330890056324147
شمال،,0.9976472969212478
تتلو,1.0475296617673102
گوش,2.0352004857193453
میدید,1.1971767563054974
ما,1.1438992566793365
هایده,3.3670596271092115
مهستی,2.9929418907637433
خجالت,1.1639218464081225
بکشید,2.2447064180728074
.,1.1131724056905026
ولی,1.3119745274580792
یروز,2.9929418907637433
بالاخره,1.2470591211515596
معلوم,1.9952945938424955
میشه,1.2147822968394015
هفتاد,1.4964709453818716
درصد,0.46319338785629355
بدن,1.095630513583156
منو,1.5551560804948863
بجا,1.9952945938424955
آب،,0.7482354726909358
چایی,1.1511314964475936
تشکیل,1.7102525090078533
‏باید,1.9952945938424955
یه,1.4248694647415907
کلاس,0.4489412836145615
اینایی,1.4084432427123497
میرن,1.1585581512633845
بذارن,1.28268938175589
شما,2.11428005127347
فقط,1.5102000366239072
