Word,frequency
به,1.1416500656096387
فروشندهه,1.6412837677925414
گفتم,0.4681324835971854
از,1.109386250452366
این,1.1605145383015414
دارید،,0.41032094194813534
برداشت,0.8638335619960744
گفت,0.5382419260074786
بفرمایید,1.4361232968184738
.,0.607790808368461
چیه,0.8310297558443248
مرد,0.8719320016397877
باید,0.9791521744288022
بگی,1.0059481157438157
مگه,0.7849618019877372
همش,0.9530034780730885
فک,1.4458928430553344
میکنم,1.0112960589428792
ایران,1.8583130263436216
با,0.992485697190789
حسرت,1.8054121445717957
دیگه,0.9080051560039017
نگا,0.8206418838962707
میگن,1.1453562983876007
:,1.5258345107396942
اصن,0.5627258632431571
مارو,1.7276671239921488
جدی,0.9491761548679758
هی,0.7192142353248215
ما,1.0178090897674528
جوک,4.923851303377624
می,1.0150044353453875
‏این,5.799202646200313
توی,0.6745729401606885
گلو,8.206418838962707
انقد,1.0817552105905388
ارزش,0.7941695650609072
داره,0.8790139007424489
نباید,0.7815636989488293
تف,1.4068146581078926
بشه,1.1983976717215383
دوباره,0.867805210556976
قورتش,1.6412837677925414
بدی,0.6411264717939615
برگرده,1.0941891785283608
چرخه,2.735472946320902
وضعیت,5.807619486035147
ویروس,34.60373277095942
کرونا,85.86898257860071
تو,0.883454433657715
😂😂😂,2.0732005487905787
رو,0.8681918866289281
بگیریم,0.8206418838962707
دستکش,49.23851303377624
شبا,1.7780574151085864
قبل,1.4997937878104257
خواب,1.1174697993481133
ژل,4.267337796260608
ضدعفونی,41.03209419481354
کننده,2.2121650783290776
استفاده,1.263788501200257
کنیم,1.6728469171731672
دستا,2.461925651688812
مون,2.8136293162157853
خوب,0.7164995128434446
بشوریم,13.130270142340331
بعد,0.9685850278344275
شیر,0.5614918152974484
گاز,1.1362733777025287
باز,1.1737665733304237
بخوابیم,1.6412837677925414
‏بزرگترین,9.847702606755249
دروغی,0.8206418838962707
که,0.7602276570442069
انسان,1.3359286482032315
خودش,0.6200405344994045
و,0.8594888369801178
اطرافیانش,1.0941891785283608
گفته,0.903458954748188
همین,0.6015176112328686
جمله,0.7605949167819095
``,1.1060825391645388
سحرخیز,2.1883783570567217
باش,0.8792591613174329
تا,1.2250817098076634
باشی,0.6565135071170166
'',0.9300608017491069
عه,0.4559121577201504
هر,0.8920020477133378
کی,0.7908003608454972
بوده,1.0021998228113749
هم,0.9323268740123313
اعصاب,0.8206418838962707
حوصله,0.30234174669862607
نداشته,1.206826299847457
دهنش,0.6565135071170165
بو,1.524049212950217
میداده,4.923851303377624
ساعت,1.7927868848195452
۱۲,1.4985634401584076
بخوابید,1.6412837677925414
شوید,0.9847702606755249
ترافیک,3.556114830217173
کلیه,4.9238513033776234
کلاس‌های,4.103209419481353
آموزشی,2.5791602065311365
مجازی,4.151482471475252
رایگان,3.5170366452697315
خواهد,4.352969992841088
بود,0.7218609163902381
اونقدر,0.2525051950450064
زیاد,0.7849618019877372
شده,1.7927868848195452
نمیتونم,0.6478751714970559
کنم،,0.41032094194813534
فقط,0.9722822320075383
در,1.8141140909106073
حد,0.5204070483244644
میدونم,0.7034073290539463
صبح,1.0974264246186816
بیدار,1.371199097143136
میشم,0.4797598705855121
وظیفه,1.094189178528361
دارم,0.5786577386448063
کلی,0.6898149168983145
استرس,0.7549905331845691
داشته,0.7360396278244903
باشم,0.38752533406212786
دستش,0.8206418838962708
بود،,0.41032094194813534
نشست,0.937876438738595
تاکسی،,1.6412837677925414
دراورد،,1.6412837677925414
اسپری,4.103209419481353
الکل,21.571158090987687
زد،,0.41032094194813534
پوشید,0.8206418838962707
خود,2.1823663286032695
پشماش,5.744493187273895
ریخته,1.313027014234033
),1.0454901565190742
بهونه,1.0941891785283608
ی,1.2969585018220782
اضاف,3.2825675355850827
بر,2.0018688379893876
چرا,0.6316051355732816
سیگار,1.103621843860502
میدی,1.367736473160451
راننده,0.7995997843091869
تاکسی,0.5275554967904598
کشید,0.9502169181956819
گرفتم,0.6607765818385557
ترس,1.817135600056028
میزنم,1.4174723449117406
خودم,0.5113547417243094
شد,2.1234413138206176
تمدید,10.394797196019429
سفر,1.688177589729471
ایرانیان,1.6412837677925414
آمریکا,4.054936367487455
حالی,0.7342585276966633
بایرن,0.4689382193692975
مونیخ,0.4689382193692975
حساب,0.5942579159248857
جلو,1.0082171716439898
هواداران,0.8206418838962707
تیم,1.2864116017833434
حرامزاده,1.6412837677925414
خواندن,1.6412837677925414
مالک,0.8206418838962707
باشگاه,1.5387035323055076
شرایط,1.7840040954266756
را,1.580655871356933
جایی,0.5222266533885359
بازی,0.8045508665649713
متوقف,9.847702606755249
شود,4.559121577201505
!,0.8657175285690869
بازیکنان,1.6412837677925414
شدت,0.293086387105811
عصبانی,3.077407064611015
هستند,2.1688392645830015
روزنامه,3.2825675355850827
قطر,5.744493187273895
مدعی,3.2825675355850827
شد؛,4.923851303377624
لیگ,2.1408049145120107
قهرمانان,1.0941891785283608
آسیا,1.1488986374547792
آستانه,1.6412837677925414
لغو,88.62932346079724
کامل,1.3335430613314398
‏اگه,6.236878317611658
پا,1.3335430613314398
میشی,0.22254695156509036
یجوری,2.461925651688812
نیس,1.3481973806867305
",",1.6412837677925416
نیستی,0.31766782602436283
مرحله,4.040083120720102
هشدار,4.718690832403557
قرار,1.466679111644399
گرفت,1.3939670356594187
توجه,1.9517969130505899
افزایش,2.9095484974504147
موارد,6.018040481905986
بروز,4.103209419481353
بیماری,17.606498599956357
کووید,34.46695912364337
منطقه,3.464932398673143
گرفته,1.1190571144040056
است,2.170730144499813
دکتر,0.5470945892641805
جان,4.923851303377624
معاون,9.847702606755249
درمان,2.2040096310356985
وزارت,6.943892863737675
بهداشت,16.048107951749294
علوم,6.0180404819059845
پزشکی,2.0831678591213025
خواست،,1.6412837677925414
اطلاع,4.513530361429489
بعدی,3.282567535585083
غیر,1.9038891706393481
بیماران,84.52611404131589
مبتلا,208.44303850965275
پذیرش,1.4068146581078926
کنند,3.063729699879411
بلیط,1.6412837677925414
دیدم,0.7044779642579858
ارزون,1.367736473160451
تصمیم,0.7741904565059158
بگیرم,0.6699117419561393
کل,1.0352712996845261
آسمون,1.9695405213510497
یه,0.6084759334255275
دور,0.8051580747661524
بزنم,1.3619163179555132
برگردم,0.7034073290539463
خونه,1.4095731182218298
‏دلم,9.847702606755249
ميخواد,2.461925651688812
ورش,1.6412837677925414
فوتش,1.6412837677925414
كنم,3.0090202409529923
تميز,1.6412837677925414
شه,1.3677364731604513
كى,3.2825675355850827
ميره,3.8296621248492633
اين,3.1333599203312157
تجربه,0.2546819639678081
‏اگر,5.744493187273895
خواهید,0.41032094194813534
خدای,4.376756714113443
۷۰,3.2825675355850827
ثانیه,0.937876438738595
فوق,1.5045101204764961
العاده,2.1883783570567217
مفید,0.5470945892641804
درباره,1.5150311702700383
نحوه,1.6412837677925414
مقابله,42.673377962606075
گوش,0.5544877593893721
کنید,0.7373883594430259
اشتراک,0.23446910968464876
بگذارید,3.2825675355850827
یک,1.0084504742406908
راهکار,2.735472946320902
ساده,0.6653853112672465
همه,1.0473981939202404
آن,1.3184082724890906
دهان,6.5651350711701655
تحریک,0.8206418838962707
سازمان,4.545093510810115
نظام,2.461925651688812
برای,0.9030644311871626
جذب,0.35170366452697316
مراکز,42.673377962606075
درمانی,3.077407064611015
جدید,2.3889797064535885
پمپ,4.923851303377624
پروازهای,27.901824052473206
فرودگاه,2.685737074569613
گیلان,26.260540284680662
پرواز,2.370743220144782
های,1.6891545443531573
امروز,1.1625760021863836
(,0.9401024112988925
یکشنبه,1.6412837677925414
بین,1.122983630594897
جنگل,1.0941891785283608
رشت,4.513530361429489
‏وارد,0.8206418838962707
داروخونه‌ها,1.6412837677925414
می‌شی,0.5470945892641804
کاغذ,0.8206418838962707
زدن,0.9781388111086864
کلا,1.1174697993481133
چیزی,0.6472668380026924
نداریم،,0.7034073290539463
لطفا,0.7147526085548165
سوال,0.8206418838962708
نکنید,0.48545012850201935
اعلام,4.327020842362155
زمان,1.1893360636177837
مجدد,1.230962825844406
ثبت,1.4985634401584076
نام,1.3221452573884362
کنکور,1.9396989983002764
سراسری,7.3857769550664365
کم,1.1110228581980282
آلودگی,13.130270142340331
هوای,1.2093669867945043
تهران,2.48472125957482
بهش,0.661236625873254
اضافه,1.153334539529894
رییس,2.735472946320902
*,7.221648578287183
عصر,1.5318648499397054
روی,0.7995997843091869
کتاب‌ها,0.5470945892641804
ریخت,1.1585532478535587
کلمات,0.9574155312123158
رقص,10.121249901387339
فشار,0.9468944814187739
قرنطینه,710.6758714541704
سادگی,1.6412837677925414
میشه,1.1561529303510996
نشد,1.075323847864079
تهش,0.8563219658048042
باعث,0.9887251613208082
واتسپ,1.6412837677925414
استوری,0.9607514738297804
بذاریم,1.094189178528361
ببینید,1.1190571144040056
وزیر,40.21145231091727
🔹از,19.695405213510497
ورزش,0.9468944814187739
خواسته,0.3647297261761203
بودیم,0.5339115871132364
تمام,1.1555977548743404
بازی‌های,6.5651350711701655
کند,1.2451118238426175
🔹در,0.8206418838962707
حالت,0.8350391099295387
خرداد,3.2825675355850827
درگیر,1.0366002743952893
هستیم,1.7725864692159448
ستاد,27.901824052473206
استان,25.27577002400514
خوزستان,17.233479561821685
مهم,0.48396829050292894
حضور,1.268264729657873
خواستار,1.6412837677925414
ماندن,1.6412837677925414
مردم,3.1224422899467865
طی,1.9148310624246316
جاری,6.5651350711701655
