Word,Count
می‌ارزه,2
بدبختی,18
چاه‌بست,1
بدی,64
بيای,1
ساعت,195
سرگردون,1
شی,22
دستشویی,17
آخرش,31
دمپایی,3
بمیری,8
لحظه,85
ترسيدن,1
ببینی؟,1
‏اینجا,1
جوون,14
18ساله,1
بچه،,3
پول,181
جیبی,7
ميدن,1
صورتی,18
وقتشه,5
مستقل,14
بشه,126
دربیاره,7
علاقه,27
درس,67
خوندن,18
نداشته,34
باشه,296
زور,26
میفرستنش,1
خرجش,2
طرفداران,1
تیم,37
فولاد,1
خوزستان,2
منصوریان,2
هری،,1
هری,5
‏موضوع,1
نمیخرم,2
نیست،موضوع,1
قدرت,26
خرید,50
ندارمه,1
طول,35
ميرفتيد,1
آرايشگاه,1
مجبور,37
نميشدين,1
بندازيد,1
عيد,7
روم,8
نمیشه,99
بگم؛,2
اینم,38
میگذره,18
وقته,7
هیچی,82
نمیگذره,1
‏ژلوفن,1
بسته‌ای,1
۱۷,6
تومن,105
ایران,121
سردرد,7
گرونه,3
‏یکی,16
بدترین,24
وضعیتایی,1
میتونه,50
توش‌,1
بگیره,37
قلبشو,1
مغزش,3
‏نیاز,1
دوستامو,1
بریزم,3
دور,106
جدیدی,11
ناراحتیامو,1
پیششون,4
میگم,121
برگردن,5
بهم,193
بگن,24
میدونیم,7
نیستی,31
همین,191
قدری,7
سیاهه،,1
‏اگر,2
سیگاری,6
نیستید,12
همین‌,1
طوری,22
بمونید,5
سیگار,58
کثافته،,1
گهه،,1
افتضاحه،,1
ترک,31
کردنش,11
سخته,23
خودم,199
بابت,25
ناراحتم,13
جوری,60
دخترم,39
میبینه,21
‏کاری,1
عینک‌آفتابی,1
پسرا,29
میکنه،,29
هزارتا,8
میکاپ,4
فیلتر,12
دخترا,51
نمیکنه,38
‏وقتی,5
میبینم,42
ترجیح,21
ترجیه,1
توجیه,12
توجیح,1
مینویسید،,1
مدادمو,2
برمیدارم,4
هاراکیری,1
‏داداش,2
کوچیکه,7
جدا,43
خانواده,90
کارکردن,2
کادو,13
تولد,33
چی,307
می‌خوای؟,2
برنج,23
‏هر,10
کی,110
وارد,69
عاطفی,9
انگار,129
توسعه,5
فردی,22
هی,89
مردمو,1
حمایت,17
تحویل,33
بعدیش,1
‏قدیم,1
شیشه,20
LSD,1
توهم,8
زا,1
باهمه,1
دماغ,12
میکنن,146
فالوورا,1
میره,85
گونه,9
خطرناکش,1
‏عشق,3
اینطوریه,9
بری,53
بغل,31
گریه,68
کنی,155
‏حواستون,1
اسفند,13
خرج,30
فروردین,50
خورده,43
رمضان,16
زمان,69
کاسبی,5
خبریه,2
دید,36
کتفش,1
اولشم,2
هدفم,1
ورزش,26
‏خوش,1
اونایی,49
حقیقت,14
واقعی,36
میکنن،,30
منصفانه,3
نبودن,15
کنار,92
اومدن,54
قضیه,18
س,6
عمرت,5
بفهمی،,1
شکست,31
بزرگی,14
متحمل,4
میشی,59
‏مدتها,1
ماهیانه,2
غذایی,10
کارشناس,3
تغذیه,6
میدادم,17
مدتی,10
پرداخت,22
سخت,42
کم,130
می‌خوردم,3
نمیتونم,38
هیچ،,2
علی,25
دایی،,1
اسطوره,3
مصاحبه,8
تابناک،,1
رییس,6
فیفا,4
پرسیده,15
دایی,21
جعلی,2
خلیج,4
عربی,13
جیانی,1
اینفانتینو,1
پاسخ,7
شهریار,6
بودم,211
مسابقات,7
این‌گونه,2
انتخاب,67
‏میگیم,1
نداریم,30
برو,72
داداش,36
میکنیم,34
میفهمی؟,1
وقتها,5
فکر,314
چیز,114
نگرانی,7
رفع,7
نیاز,65
رنج,18
غم,21
درد,86
فشار,26
سالهارو,1
برامون,26
کمرنگ,7
‏ولی,9
بغلی,9
باشم,72
آرومم,2
کنه،,32
نخوام,2
توش,55
بیرون,164
بیام,24
دنیام,2
چند,249
آرامش,24
مطلق,4
بغلش,8
خلاصه,63
‏زندگی,3
اونجایی,22
بالای,18
کابینت,6
نشد,29
فیلمی,7
هولناک,4
درگیری,11
سارقان,2
تلفن,17
همراه,35
‏در,6
ترمینال,3
شرق,2
گوشه,20
کفش,13
راننده,39
تاکسیه,2
ساری،,2
دستمو,4
گرفت,73
سوارم,1
‏دیدی,2
می‌خوای,10
ir,1
تایپ,9
کیبردت,1
فارسیه،,1
هق,5
همون‌,1
چینی,13
دانش,15
آموزان,2
گوشی‌,1
چنین,10
ویدئوهایی,1
مدارس,11
پخش,45
می,228
کنن,124
‏اونی,2
توی,309
بیو,2
مدرک,8
تحصیلیش,3
نوشته,74
مشخصا,2
کلمه‌ی,4
دانشجو,12
آموخته,1
۹۵,2
بلاکو,1
هرز,1
نگاشون,1
میفهمن؟,1
پسراهم,1
اکثر,19
وقتا,32
میتونن,16
پسرای,16
لاشی,9
ازش,112
بدت,7
خوبیه,7
چقدر,122
باشی،,17
دستتو,3
بهت,102
پرتره‌,1
خانواده‌ها,5
کشورهای,8
مختلف,23
توسط,42
هوش,37
مصنوعی,31
ایجاد,33
‏همیشه,2
هایی,33
هیچکس,31
نگفتم,9
احساسات,12
برانگیخته,1
قطعا,21
متعلق,4
منه,19
‏وای,3
آدمی,30
دنبال,74
اتصاله,1
معنا,4
پیوستن,1
بزرگتر,10
جزئی,3
کل,65
جستجو,2
نتیجه,43
گمراهیه,1
سردرگمی,1
تونستی,4
عشق,62
بورزی,1
وابسته,8
نشی،,1
اونوقت,18
میتونی,28
بگی,31
شدی,32
‏متاسفانه,3
آپشن,5
جذابی,1
طراحی,5
نشده,41
گوارش,2
زبان,41
ساده,37
بزرگترین,17
قدمهای,1
رشد,18
استقلال,41
انسانها،,1
بخصوص,2
مردها,4
کنید,207
پدرتان,1
مرد,64
پدرش,18
بدارد,1
عین,44
رها,14
انتظارات,4
انتقادات,1
او,39
باشد،,5
مردی,11
آزاد,20
بحساب,3
آید,3
خیلیا,11
بطور,6
خودآگاه,1
ناخودآگاه,4
خشنود,1
راضی,23
والدین,14
‏من,28
بی‌خیال,1
نیستم،,10
رسیدم,28
ارزش,31
جنگیدن,5
‏جدی,2
وضعیت,26
پولت,1
تموم,123
بشه،,10
هرگز,17
نتونی,5
برگردی,2
خونه‌ت,4
‏واقعیت,1
اینه,168
محبوب,5
ترین,76
تیشرت,8
ادمم,2
دستمال,13
گردگیری,7
خود,91
داستان,31
حدیث,1
مفصل,2
بخوان,7
‏وضعیت,1
جوریه,7
میریم،,1
کاری,129
بخوایم,7
بکنیم،,2
بخریم,4
قیمتی,6
بهمون,19
نمیدونیم,4
باگ,1
عاشق,51
نمیتونی,19
متنبه,1
صدات,2
چنان,17
دلت,34
ضعف,8
جوابشو,6
یاد,109
میگیری,13
چطوری,30
چشمات,2
وانمود,3
مادربزرگم,20
ننه,10
اول,172
ماشینش,7
شخصیت,30
برخوردم,2
اشتباه,63
نگیر,6
چیزیه,12
هستم,50
بستگی,6
جلب,7
مخاطب,5
پیتزا,18
مقایسه,9
می‌کنن,39
یعنی,155
اندازه,49
پیتزاست؟,1
مسخره,29
لااقل,10
قرمه‌سبزی,1
هدیه,19
دادن,101
گرفتن,66
بم,5
میشم,65
میدم,51
خوشحالی,18
اونو,20
خودمم,15
🔹,6
‏سخنگوی,1
علوم,6
کلاس‌های,2
دانشگاه‌ها,3
حضوری,11
برگزار,14
می‌شود,32
موضوع,22
تاکید,7
شمشیر,2
جلوی,51
شامپانزه‌ای,1
کلاشینکف,1
مناسبی,6
نداری,49
۱۴ساله,2
تون,14
میگید,23
سلام,50
بابا,115
بخیه,4
ختنش,1
خشک,15
کارارو,1
جالبه,16
آدمای,46
انتظار,30
برده‌ی,2
هوششون,1
زیرکانه‌ترین,1
ممکن,22
بگیرن,21
شاید,115
دلش,29
بخواد,23
اساس,19
حسش,7
اصلا,114
عقده‌هاش,1
میدونه,13
گندی,3
میزنه,80
سرش,28
بردار,6
‏تنها,3
حوصله,38
وکیل,6
مهاجرتیه,1
‏دوستم,3
محیط,16
فضا,8
اشتراکی,2
نشون,79
میداد,19
دستگاه,15
چهره‌س,1
البته,47
دستگاهو,2
دزدیدن,1
سیم,5
نارنجی,8
سبز,10
بزنی,45
خواستگاری,35
مادرم،,1
تو،,10
پدربزرگ,2
پدریم,4
نگاهش,7
می‌افته,5
نظرش,3
خوشگل,36
اومده,99
دفعه,28
زدن،,7
پیروی,1
می‌زنن,9
نگران,26
آمبولانس,5
بلند,79
دختران,6
رضوان,1
فردیس,2
مسموم,2
بودند,20
منتقل,8
روزهایی,7
منتظر,40
جواب,93
اپلای‌هام,1
تنها,118
روحیه‌م,1
عزیز,35
دل,63
بلد,38
نبود,51
میومد,26
می‌گفت,39
پسرم,34
ساسچوکا,1
جوابتو,3
داد؟,3
هالبرت,1
همینا,3
سر,252
نگه,46
می‌داشت,1
ماشینیه,1
بزنه,49
زیرم,2
خیر,13
گذشت,21
فحش,35
عربده‌های,1
متداول,1
رد,70
بدل,9
بوق,9
آزادی,13
بیزنس‌من,1
آنفولانزای,1
مرغی,2
H5N1,1
سواحل,2
پرو,5
شیوع,3
هزاران,5
حیوان,8
دریایی,7
برده,23
‏بيايد,1
امسال,48
جاى,2
ماهى,1
قرمز،,2
لاكپشت,1
بخريم,1
بيشتر,9
زنده,41
ميمونه،,1
مكان,1
خودشه,8
ارتباط,29
برقرار,6
برسونین,1
جادویی‌تر,1
ندیدم،,2
می‌گذره,7
و‌,25
چیزایی,16
برات,92
عادی,20
می‌کردی,5
اونا,57
🔺پیشنهاد,1
رسمی,17
الاتحاد,3
عربستان,22
مسی,18
افسردگی,27
ندارم,93
اضطراب,13
هیچوقت,79
نرم,9
م,12
زدم,82
سوپری,7
کوچه,33
chocolate,3
chip,3
cookie,2
بیارن,7
عصرونه،,1
نمی‌فهمه,2
شیرینی‌های,1
چی‌پف,1
لاش,2
دونه‌های,1
شکلاته,2
دارین؟,1
cookie؟,1
میفرستم,3
رونالدو,18
بازیکن,8
رجب,1
لیگ,23
عربستان؟,1
عجیبی,24
•حسین‌•,1
آسانسور,11
بیرون🤣,1
•,3
ماهاراجه•,1
میبینید,7
ولتون,3
کردیم,49
رفتیم,61
دیدیم,25
سرتون,8
شلوغه،,1
بی,148
معرفت,4
وفا,2
قولِ,2
شاعر,7
آنان,3
وفایی,1
مان,3
شکایت,6
کردند؛همانانی,1
وفاداریمان,1
اند,12
‏خلاصه,1
فیلمبرداری,2
پرتاب,8
امتیازی,2
شکله,1
😯,1
خفنه,1
کارش,13
مراجعم,1
رژیمش,2
بگیره،,6
ظرف,18
همراهشه,1
قاشق,13
آوردم,10
ببینید,44
خورشت,4
قاشقم,1
پُره,1
عاشقش,4
شدم😅,1
مهمونی,48
زنعموم,1
آشتی,5
کنیم،,18
سرشام,1
سراینکه,1
نمیخورم,4
اع,2
میخوای,43
فیت,3
وا,11
مگ,3
فیتی؟,1
دوباره,87
دوتا,52
/////,2
کمتر,42
۱۴۰۲,16
دهه,27
۹۰,8
شد؟,8
می‌دونی,7
بچگی,12
گفتن,83
هرکی,42
گوشت،,1
اونور,18
صورتتم,1
بیار,11
دیگم,4
یادمون,5
نداد,9
حقمون,2
بگیریم؟,1
نگفت,12
اينا,1
شدن؟😂😂,1
آخرشم,7
نفهمیدم,18
اسمش,29
گفت😂,1
‏امروز,5
بچه‌ها,47
خودشون,63
می‌گفتن,6
فلان,57
منطقه,9
کم‌کم,6
می‌شن,16
لشکر,2
صدام,7
دروازه‌های,1
خرمشهر,3
می‌افتاد,1
مادراي,1
پيام,3
دادم,90
بنظرتون,3
اين,22
مسموميت,1
كار,3
مي‌تونيم,1
بكنيم,1
دادند,9
مگه,69
غيرانتفاعي,1
درگير,1
شدند؟,1
سرم,28
كدوم,1
ديوار,2
بكوبم؟,1
‏استاد,2
بودنم,8
جالبه‌ها،,1
مملکت,13
دغدغه‌ات,1
کاغذ,14
بیاری,8
حضور,22
غیاب,1
اصفهانی,8
خودش،,2
باباش,22
مامانش,32
پارکینگشون,1
میلیارد,25
پولشه,1
پراید,12
داغون,10
اونطرف,1
میرن,34
چش,4
بابام,209
مسواک,7
میزد,34
تعجب,15
حالت,57
هشداری,1
مامانه,5
عب,3
نمیخوره,9
نمیکنه😂,1
دیس,2
جدید,90
شکیرا,4
پیکه,4
آهنگ,53
جدیدش,6
‏جوونا,1
خیابون,60
میخوام,88
بغلشون,2
بهشون,63
دلداری,3
سن,39
کردنن,1
لباس,83
خوب,197
بخرن,3
رفیقاشون,1
برن,17
خوش,75
بگذرونن,3
چشمای,6
میفهمی,13
صد,33
پولم,8
جیبش,5
صميمي,1
٦٥,1
دوستن,2
بلاكش,1
كرده,4
ناراحته,5
پدرمو,1
بلاك,1
كردين,1
ميگه,6
قهرم,5
😂😂😂,19
٨٣,1
سالشونه,1
دیشب,65
کافه,47
نوشیدنی,6
خوردیم,9
حدود,32
۲۰۰هزار,1
پیاده,38
شد،,34
چسبیده,6
نمیذاره,5
بشاشم😂,1
قطره,4
جذب,14
بدنت,6
میپرسه,12
چرا؟,25
منقرض,3
حلقه,9
تکامله,1
دایناسورها,3
نشدن؟,1
همینطور,22
حالی,38
جاش,17
بره,77
عینکشو,1
کتابشو,1
بخونه,10
زیر,120
لب,20
کاش,99
مار,5
می‌شد,15
خوشم,35
نمیاد,49
لازمه,11
شماره,34
اکستون,2
نظافت,7
ساختمان,7
دم,60
عیدی,58
اپلیکیشن,8
بذارید,17
خودتون,86
واقفید,1
مساله؟,1
تحقیق,9
کردم,284
متولدین,3
۶۷,1
پایین,64
is,4
typing,1
بیای,10
دوش,20
بگیری,18
دار,29
بچت,3
ایز,1
تایپینگن,1
فوت,33
سیمکارتش,1
گوشیشه,2
زدیم,12
ببینیم,17
قطعه,5
آقایی,13
داد،,8
سیمکارت,2
۱۵,23
منه،,9
مال,35
نزنید,18
خودمونه‌ها،,1
میزنیم,6
برمیداره,5
خانم,107
آشنایی,7
فلانی,29
بیشعور,8
زبون,14
دراز,13
سنگین,10
ازدواجت,1
مبارک,17
ببخشید,35
راستش,13
شوهرت,7
هیکل,11
قیافه,25
ترسناکی,1
اخلاقش,2
خوبه؟,9
خواست,27
خواستگاریت,1
قبول,50
نکن,37
مدتها,2
ته,52
خندیدم,2
سینگل,5
