Word,Count
پونزدهمی,1
رفقا,5
نشدی؛,1
شستن,17
٢چيز,1
جوونى,1
پير,2
‏بعضیها,1
میگفت،,3
آدمه,11
پناهی,3
یوسفی,2
امروز،پنالتی,1
گرفت،چیپ,1
زد،خراب,1
کرد،به,1
زد،به,1
همممه,1
کررررد,1
نقابشو,1
فهمیم,1
برهانیه,1
میلاد,4
بیامرز,4
ضعیفترین,1
جایگاه,7
میگیرند,3
‏تک‌تک,1
دیالوگا,1
حدسه،,1
فکرها,1
تکراریه،,1
چیپ,3
یونس,1
سیگارو,5
سیگارترك,1
دارويى,1
پزشكى,3
كشف,2
میطلبه,1
ناموسمون,1
دشمن،,1
زندگیشون,20
برابری,5
کادوهایی,1
خریداری,3
لمسه,1
اعتکاف,3
همونی,4
‏ترسناکتر,1
نمیزنه،اینه,1
حمومی,2
شلوارت,2
بشورم,7
شلوارسیگار,1
هزاربار,2
موافق,2
اونوقته,1
چهره‌ی,2
واقعیشونو,1
تیک,7
پتویم,1
خزم,1
ندونستی,2
شوعر,1
لذتبخشه,2
اینستاگرام،,3
تنگه،,1
پاشه,7
‏حرف,1
ايز,1
تايپينگ,1
یعنی،,1
گذاشتش,2
طرفتون,2
بدونید،,1
بیزارم,2
مجنون,1
میمونید,1
‏میرید,1
مودب,8
اندیشم,1
نیک,4
میگرم,1
گنجشکه,1
رید,8
مربیشون,1
راهو,4
اينقد,2
بديد,4
بپيونده,1
افق,3
‏پدری,1
نکشه,7
قوی‌ترت,2
‏دیدین,3
نواری,1
میچسبونید؟موقع,1
کندنش،,1
شایدم,10
مجردی,7
دفعاتى,1
ناراحتياتو,1
خنك,1
همون،,1
ميفتى,1
بفرما,7
چاییتون,1
باباهاتونو,1
ناموسن,1
افزاراتون,1
خوجگلشون,1
عابرو,1
ریاست,7
برادرزادم,2
شنگول,3
ومنگول,1
میگه،جوری,1
مراعات,5
آخر،گرگه,1
وبقیه,1
قصه,9
کورشدن,1
اسفندیارو,1
شاهد,20
مرتضی,7
حسینی,15
آهنگاى,2
میکنى,1
قدرتی,3
دلجویی,4
ازون,13
پدرا,4
نمی‌خونی,1
کادوئه,1
مردی,17
نکنند,7
عضون,1
عکسه,2
نذاشتی,3
پدرمو,2
گوشیامون,2
میری؟,3
نمیخونه,4
رییس,17
جمهور,13
بیشعوره,1
تحصیلکرده,2
ها؛,1
موجوداتِ,1
کلفتِ,1
نازک,3
دختري,2
پسري,2
توجهمون,1
هفده,1
بچمونم,1
گیردادنا,1
کردنا,4
خروپف,2
غرشو,1
میزنیمُ,1
کوبه,1
میزده,3
شکمش,2
تاکید,11
توپش,1
نمیبره،,2
تیرش,1
نمیبازه,1
جذابیتای,1
ناسرعت,2
پرمحدود,2
دانشجوى,2
جوراب،,1
شلوارش,4
قوزک,1
عرش,2
كاكو,1
بِ,2
كدوم,5
موزيك,2
دوسپسرتون,1
عطرش,3
داوودو,1
آندره,2
ژید,1
نگاهمان,1
مینگریم؟,1
نگاهی,10
تیلور,4
سویفت,1
نرین,1
اینستاگرام.انجمن,1
اولیا,3
مربیانه,1
پل,15
میشدید،,1
بلوارا,1
نمیکشیدن,1
نمیشدم,1
‏کلا,3
هواشناسی,8
قدرتمند,1
استواره,1
تابستونی,4
پدره,4
اونقدرا,3
فرت,4
میکشی،,1
برگشتنی,3
نامرد,2
گوشیا,3
″آقامون″,1
″عن,1
آقا″،,1
روزتون,4
جریمه,23
همه‌مون,9
پودش,1
شلوارای,2
نپوشیده‌مون,1
ترجیحش,1
نمیفمم,2
باکمالاتی,2
درشـأن,2
باشخصیتی,3
‏رژیمی؟,1
‏نشانه,1
عاشقي,1
آرایشگرها,2
آرایشگری,1
سوگند,1
سوگندنامه,1
میرینم,4
هیجانی,4
خبرِ,2
بودنِ,2
و‌یک,1
سمیه,4
موند,11
مریضه,6
ناامیدی,3
نمیمیرم؟,1
دورتموند,2
استادیوم,8
دچار,35
‏مینویسم,1
آیدی,1
اینستاگرامت,1
بخوان,14
يووه-بارسا،,1
خيابانيه,1
۶تا,1
۸تا,1
یوونتوس,5
مردا,18
منتظرن,5
مرد👨,1
حکومت,5
364,1
تیمی,5
مربیش,1
بخوره؟,3
جاودانی,2
سامانه,11
كوفت,2
كصافط,1
ميخريدم,2
نيمه,1
مجريها,1
تکلمش,2
پسرخالم,2
۷سالشه,1
هیچکاری,3
نمیکنه‌ها,1
مربیگری,1
گواردیولا,1
بازیکن‌ها,1
غلام,5
پیروانی,2
توسرم,1
باتیغ,1
گردنمو,2
چنددقیقه,1
صبرمیکردم,1
دوتاچاقو,1
توپهلوم,1
اینورا,3
حکایت,6
پیرهن،اولی,1
بستی،تا,1
میری.بدبختی,1
رسیدی,5
ميخوابه,1
۱۶,14
مردو,2
میخوام،من,1
دغدغم,1
یخچالو,2
میگذره؟,2
چیزهایی,18
سگها,2
زحل,1
،آسمون,1
شكلي,4
پدرم،كوهِ,1
باباي,1
داووديه,1
درمانی,24
تراپی.در,1
ودلتنگی,1
نزده,6
میپره,8
عبد,1
السلام,1
احوال،با,1
علیک,3
وایسادم,3
کرمی,2
هنگ,13
‏ايرانيا,1
‏مناظره,2
نادیده,18
کوره،,1
+چی,1
‏انتخابات,1
مشروب,8
میخونم,13
میرقصن,4
قریب,1
دخترایی,8
ناله,8
سینگلیم,3
سمتشون,1
جرش,2
مدتم,3
میدویدیم،,1
کروکودیل,2
همخونم,1
ازاش,2
ظرفارو,2
‏جام,1
بزمی,1
مقرب‌تر,1
ظرف‌های,2
شلی,1
رأى,2
كنن،,1
نكنن,2
‏خوبه,2
توگروه,1
پیامو,6
شاهين,2
نجفي,1
شماعي,1
ميده،شما,1
پسر١٨ساله,1
رياست,4
جمهورى,1
خبرنگاران,7
زودبايد,1
حرفاتون,4
زخمو,2
دمپايي,3
آمده,13
مشكلات,3
بدوني,1
دونستي,1
ميشي,4
نميدونستم,2
داره…,1
یکتا,1
ناصر؟,1
خوشگلی,5
نوازی,3
طوريه,1
هيچي,5
نكني,1
افسرده‌ام,1
کابوس,8
اونجاییه,2
بعدازظهر,6
سرشب,1
شهریور,10
طرف،,2
وجدانش,1
کوفتت,1
نسلی,3
پدرمان,1
مادرمان،نه,1
سرکوچه،نه,1
مَش,1
مَمَد,1
نونوا،,1
سيگارايي,1
توتونشون,1
ميخوابونن،براي,1
توتونشو,1
چايي,3
بخوابونن,1
‏هركى,1
هلش,2
كاميون,1
فوتش,3
برگشتیم,5
کارتاشو,1
بپیچونم,1
‏هيچكس,1
ملكه,1
نسبي,1
ميرسي,1
توقعت,1
فروخت,5
نفروشید,1
ترسیده,6
‏هرچند,1
‏ثردتمند,1
شغاله,1
یهودیدم,1
دوید,2
حمام,8
حنا,2
شرابی,1
حنایی,1
جفتش,2
شغلی,7
کنِ,2
حرفه‌ای,11
تحلیلای,1
تاکسیا,5
می‌افته,7
سالروز,1
زینب,1
تسلیت,6
‏كاری,1
نکرد,24
زائدی,1
موسوم,2
گاف,2
غذاییم,2
بهبود,68
ببخشم,1
پسرعموهام,1
بزرگترن,2
تونستی,8
خوشحالش,3
دستشوییت,1
برعکسه,2
راگو,1
خوراک,10
فرانسوی,7
ازجلو,1
خبرنگارا,1
انگیزت,1
کتونی,8
پوشیدی,1
شانسي,3
بميرن,1
‏آفرین,2
درشب,1
‏+موناکو؟,1
مربيا,1
تيمشون,1
دکتره,12
شدی؟پیام,1
دخترمو,9
عچگم,1
دوجت,1
دالم,2
بیهوده,5
بغلت,4
شبها,3
‏ریکوئست,1
ThX,1
AcC,1
مخدر,5
نئشه,1
شیوه,8
‏ميگن,2
پيامك,1
واريز,1
نامجو,3
تو،,13
امینم,2
رازى,1
رزاى,1
بذارید؟,1
کویرم,1
لابلاى,1
صحبتاش,1
رعب,2
شهوت,2
خيره,1
ببينه,2
جمله‌ش,2
روزهايى,1
نداشته‌اش,1
دلتنگ,9
مى‌شود,1
جوین,2
من،دو,1
له,7
لهم,1
لازانیا,2
آوردم،,3
معدم,1
پنسیلین,1
میلیون‌ها,5
عفونت,12
بودند،,10
سنگواره,2
فضول,2
نقطه‌,1
قوتش,1
دروازه،,1
‎-,1
قديما,2
ميگرفت,1
نميدونستن,1
تخليه,1
اينگونه,1
خواستگار,11
کشورای,3
اروپایی,8
کانادا,21
نسیم,5
زغبار,1
بیابان،,1
بشنوه,2
‏اومدم,4
سیاهم,1
ماجرا,16
سفیدم,3
نژادپرستانه,1
سفیده,2
دختردار,1
گاهت,1
گاهش,1
ستون,4
داستانای,2
فقیر-دختر,1
پولدار-دختر,1
شه؟,6
نخوردم،,1
قبله,2
الرحمانم,1
‏مطمئنم,2
نفرستاده,1
بایستین,1
بیفتید,2
کمکتون,2
قرمزش,1
دادم؟,1
انداختنم,2
ناسیونال,1
نارنجی,10
بگیریش,1
تنتو,1
خابش,1
ارزشی,7
كارآفرين,1
هردفعه,1
ميپرسن,2
نمیخورد،,1
دوستامون,8
١٤٠٠يه,1
بگذره,17
موزیکال,2
شناسنامه,9
نمی‌تونن,3
المثنی,4
فالگیره,1
مرد،,6
ناکام,3
هاتونو,4
برمیگردونم,2
حاجت,3
نيازهاي,1
طبيعي,1
معطوف,1
نياز,2
احتياج,2
شديد,2
زيبا,3
دليلي,2
نميرم,1
نميخورم,2
حوصلم,8
+خيلى,1
اذيتم,1
پیشونی,4
ریسمون,1
کاندیدهایی,1
شناسنامه‌شون,1
تشک,2
شوآف,2
چشمم,18
زکیانی,1
می‌آفرید,1
عبارت,6
همدیگر,6
نمیشناسند,1
میجنگند،,1
میشناسند,1
نمیجنگند,1
چارخونه,2
پوشیده‌بود,1
کله‌شو,1
درآورد,6
مرتیکه,8
رومیزی,1
اسهاله,2
بی‌حوصله,1
اینه،,3
پخ,2
جفتشون,7
میرینن،,1
‏خدایی,2
کاندیداهایی,1
شناسنامشون,1
رأی,4
18,18
سالش,14
.گفت,1
محضر,3
عقدت,1
عکس‌العمل,2
مواجهه,2
حیوانی,2
گوشتش,2
خوردنیه,1
مزخرفات,3
امیریه,1
عقایدش,1
عراقی,2
کبوتر,6
،باز,1
‏پوریای,1
میدونست,2
لاشخورایی,1
مرام,2
حریفشو,1
میکوبوند,1
فینیشر,1
میخوره،من,1
‏آيا,1
اسکرین‌شات,3
عکسا,9
دوربینه،وقتی,1
دقایقی,4
صوتی,17
دارالحکومه,1
درگير,3
تلفنى,1
ايمو,1
سگن,2
روايت,1
دعوات,1
جوابا,1
بخندیم،,1
بخشی,19
بدونیم,3
بگردیم,3
پیچوندن,2
خبر؟,2
فرداست,1
علاالدین,1
۵۰,33
صورتشو,4
خوابیده,11
توچال,2
جيشمو,1
زورم,7
رها,21
كوهنوردي,1
‏زنها,1
تضميني,1
اروپايي,2
باشم،شايد,1
ميدون,1
‏لیوان,1
رنگشو,1
دید،,4
75,2
وهیکل,1
،جاش,1
میخاد,7
خودکشیم,1
آهنگ‌هاش,1
۱۵دقیقه‌ست,1
طهران,1
بیفتی,5
وسطای,3
خلیج,8
فارس,26
‏داروخونه,1
هیستامین,2
لوراتادین,1
قرصا,2
ویتامینه،,1
ویتامینه,2
مخصوصم,1
دارید؟,11
‏اینایی,9
جمهوري,4
نميتونن,2
اكثرشون,1
المثني,1
عه،,1
چجوري,2
كشورو,1
دارن؟,5
آغازی,1
موثر,7
‏تحقیقات,2
کمبریج,1
میدهد,5
ظهرش,3
غمیگنتر,1
‏پایان,2
فرهادیِ,1
تِلِگرام,2
تِلْگِرام,2
بهترشه,1
پرستار,18
نرینیم,1
دافی,2
دیبالا,3
معروف؟,1
غمگینم,5
دَل,1
حلف,1
بارز,5
نمیزارن,3
‏داریم,2
میرسیم,6
چتتو,1
پرینت,5
تی‌شرت‌ش,1
‏کافیه,5
یارانه,10
ریاست‌جمهوری,2
بدلیل,9
استطاعت,1
طالبان,4
بطور,8
اجلاس,1
افغانستان,6
کنگره,1
سخنرانی,7
محلای,1
کنن،بعد,2
گیریا,1
خوردنم,1
‏يجوري,1
صوتي,1
استقبال,7
كرديد,2
ندونه,6
بوديد,1
ارکان,1
احزاب,1
سیبو,2
‏ژاپنیا,1
مدیرت,1
بشینی,12
برعکسشو,1
ميبرن,1
پاكنويس,1
شناخته,7
‏تکست,1
نمیدادم،,2
سختتر,3
زیادم,1
سوادهایی,1
نخندید،,1
همینا,6
شدنم,2
کالِ,1
گوشیمم,2
دردناکترین,4
دنیاس,5
جیبت,1
۲۴ی,2
همشم,1
دلاری,8
اتداختن,1
36,9
چکارا,1
شکرت.واقعا,1
شد.از,1
شارژو,1
قبض,11
تماسو,1
میدادیم؟,1
وااااااااااااااااای,1
خدااااا,1
همکلاسی,4
راهنمائیت,1
نکن.تماس,1
نداشته،,2
نبر,2
خوشحالین,5
بارتونه,1
میخاین,1
😶,1
سياهي,1
روسري,2
نءونيا,1
ميكردن،,1
ميرفتي,1
ميگرفتي،,1
خداروشكر,2
گذشتيم,1
قت,1
سبزو,1
پاکتهای,1
50000تومن,1
حیاته,1
میبخشه,2
4تومن,1
بکام,1
ویکتوریا,2
معیارهای,25
ساسى,1
مانكنه،,1
آها،,1
اوباما,2
خوشحالي,3
خريد،,1
جت,4
اسكي,3
ديدي,1
گابریل,1
دوروز,2
چسناله‌ی,1
ننوشته,2
بدهد,3
نشانه,13
مردانگی,2
بیاموزد,1
می‌کند,32
باید،,1
فلاپی,2
کمتره,7
بازنکرد،کلید,1
تو،واقعا,1
۳گیگ,1
۱۳تومن,1
خریدم،یک,1
۱۰۰مگ,1
۵۰۰تومن,2
رتيل,1
عنكبوت,1
تني,1
‏آینه,3
ازچندگاهی,1
غرورش,1
استیک,3
حقایق,3
انسانها,6
آرایی,1
گرفته،,9
درآمدش,1
خونده،,1
صداقتش,2
کبودم,1
میشدی,4
شخصش,1
بزاره,4
خخخخخخ,2
اتوماتیک,2
دیلیت,1
‏خیابانی,2
دانشجوی,18
جامعه‌شناسیه,1
‏جواد,3
صبرانه,2
خوشش‌,1
کتابشون,1
جوادخیابانی,1
تو‌,16
انتقادای,1
پذیرفتن,15
اشتباهات,12
هایم,1
‏مسلمونی,1
و‌روزه,1
مزخرفه,2
افتضاح,3
عارف,4
لرستانی,3
😑,10
‏تعیین,1
شنیدن,19
کنسرت,22
‏زیدم,2
اوایل,13
بخوابیم,7
نشیم؟,1
شنیدیم,3
سکانسهای,1
طنزی,1
کاپشن,4
پوتین,7
ساپورت،,1
حساسی,2
بچگونه,2
‏هوا,12
زیدتونو,1
اکوسیستم,2
ميارين,1
ميكنين؟كه,1
مثلامابترسيم,1
توعه؟,1
ميشنوم,1
فرقى,1
بشناسم,1
نشناسم,1
خلبان,7
ارتفاع,6
‏اعصاب,1
‏اوایل,2
مبلا،,1
بشنید,1
میشستن,1
خطای,4
دونستن,1
واقعیت،,1
نبری,4
آث,2
میلانو,1
ساختارشکنانه‌ای,1
میساخت,1
مدیری,7
رویا,4
فرودين,1
ميگيرم،,1
هممون؟,1
سیل,16
مفقود,4
رده,3
آلبر,2
کامو,2
دافای,3
اینستاگرامه,1
100k,1
فالور,3
بد،,1
رفیقِ,2
آدمُ,1
۳۶,9
درپی,2
وقوع,8
باهامون,10
۳۳,2
گم،,1
شکوه,4
ِشعر,1
پارسی,2
‏مایکل,2
فلپس,1
نفسشونو,1
شبانگاهی,1
آرامشي,1
چنينم,1
آرزوست,1
پاوربانک,1
سهامدار,1
هان,2
روزيه,1
طريق,3
مقابلو,2
_,2
رباتيم,1
خلافش,2
‏ﻓﻘﺮﺍﯾﻨﻪ,1
ﺗﻮﯼ,1
ﺧﯿﺎﺑﻮﻥ,1
ﺁﺷﻐﺎﻝ,1
ﺑﺮﯾﺰﯼ,1
ﻭ,2
ﺍﺯ,2
ﺗﻤﯿﺰﯼ,1
هجده,2
کاندیدا,1
نصیب,6
ماتحت,9
قهرمانی,20
عبور,16
دنباله,1
ببینه،,4
ندیدید,1
پیداشدن,1
استقلالی,5
گوني,1
طارم,2
فرغون,1
موقعيت,1
بيشتري,1
طارمي,3
نمیدانی،عقربی,1
پرسپولیسی,6
کری,2
منصوریان,3
اسبی,7
ببنده,2
بهونه‌ی,3
pv,1
برانکو,2
پنالتی,15
نزنم,3
نهی,2
مانده,12
مسابقات،,1
شانزدهمین,1
"126,144,000",1
گذرد,1
تیمش,1
بمونه,29
نفهمید,4
صبحگاهی,1
میخوندیم,1
‏اعتقاد,1
هنرمندا,1
میرند,1
پیج,38
اینستاشو,2
‏مگر,1
افزار,4
تستش,1
ملاک,4
آشنایی,9
خشکسالی,1
نابودش,2
اتوبوسا,2
شاکی,11
هستنُ,2
مواخذه,1
بچگیامون,2
تجربش,2
ميزارم،دقيقا,1
استوري،طرف,1
نتشون,1
ميشه،يا,1
گوشيش,1
ميسوزه،خلاصه,1
نميبينه,1
فصل‌ترین,1
جنوب,14
شمار,24
کشته‌,1
شدگان,5
شمالغرب,1
41,2
رسید،,5
عهدِ,1
بادِ,1
صبا,4
نتوان,1
زار,4
پرو,8
هموطنانمان,1
گوییم,2
ساری,5
گلین,1
کوهستانیِ,1
بزنیم؟,4
حمال,5
‏اینقدر,4
کاندیداها,2
بسازند,2
تحویلم,1
درب,8
ظرفهای,1
مربا,3
‏يكى,7
ببينيمت؟گفتم,1
دارى؟گفت,1
امرجنسيه.درجا,1
بلاكش,2
كردم.يه,1
دنبالم,6
ميگشت,1
منظورش,14
emergency,1
قدی,3
شخصیتت,2
سایزت,1
نظرمو,2
لكلكي,1
تحويل,2
نميگذرم,1
سوييس,1
سرزمینت,1
میسازند,1
‌‌‏سنجابه,1
فندوقشو,1
جوابت,1
فرستاد،,3
خداحافظيه,1
امریکا,12
شیرازی,10
بلاس,1
میخاره,5
باسنت,1
‏-صبح,1
ساقيا؛,1
6صبح,1
سنگگک,1
پنیرت،,1
لیقوان,1
خوابیدم؟,1
۲۰۰۰,1
‏دوس,3
نیس،,4
شیرازیا,4
عقب،,1
میم,2
مالکیت,2
-یارم,1
شمع,6
محفل,1
گذشتتون,2
آرامشی,1
کردستان,17
سفارتخانه,1
😳😂😂,1
‏ی,2
مراسمو,1
‏دیوونگیِ,1
محضه،,1
برسی,12
اونهایی,7
قبلیشون,1
باشد،,9
بی‌دفاعی,1
غربت,1
بلایای,2
سوگوار,1
می‌شوند,20
ذکر,8
کناری,3
خوشت,8
دست‌نخورده,1
فوق‌العاده‌ای,1
٢٧,2
هف,2
هش,2
گروههاي,1
ركورد,1
بازياي,1
گيم,2
بات,7
دستشه؟اون,1
ميبره؟,1
زندگيمون,4
نپذيريم,1
پذيرفتيم,1
سعى,1
عوضشون,1
پزشکیه,2
اصطلاح,11
داوری,3
فوتباله,1
عملی,5
پلاستیکیارو,1
نوشتم،,4
چندم,4
اینستا؟,1
بچه‌ای,6
١٦٣٦,1
كانديداي,1
5حرفى,1
خوشبختى؟,1
مام,10
تحفه,3
نیست^~^,1
شماها,14
نمياد،,1
زماني,2
ناموسي,1
عقایدمون,1
بیکاریه,2
خواهشاً,3
بشيد،,1
بشيد,1
لياقت,1
بچه،,4
فهمِ,1
كردنش,1
نميرسونى,1
كاملش,2
ريمل,1
ميزنى,2
ميبرى,1
استادت,2
___,2
کشاورزی,3
سود,15
24,8
وقتیم,1
پرمیکنه,1
كينه,2
زيادي,1
همكلاسيامون,1
سميه,2
-_-,1
پرتقال؟,1
فرشته‌ی,2
بیکاره,6
ماساژ,7
منوی,1
متحرکی,1
لبهات,1
شیلنگه,1
مار😂,1
‏دوستم,8
ویید,1
میزنه،الان,1
آمریکا،مادرش,1
اتاقش,11
کنه،وییدا,1
کرده،ریخته,1
زیپ‌کیپ،روش,1
سبزی‌های,1
‏تريبون,1
اختيار,1
بله،ما,1
كرديم,1
توالتُ,1
پهلوان،,1
سوزن,3
اسیر,7
رییس‌جمهور,1
نخوان,2
غیرطبیعی,2
حدکافی,1
قربانی,13
‏دوسال,1
فنجانی,1
می‌توان,4
کنارت,10
مشروبات,2
الکلی,15
حذب‌های,1
دستگی,1
پایه‌های,2
‏درک,1
پانداها,2
عبارتی,2
لاغری,3
آقایون,13
شغلش,3
میچرخه,6
بابتش,6
همکلاسیامون,1
عقاب,2
تنهاست,9
جیرجیرک,1
شد،تلگرامت,1
یکنی,1
توچندتا,1
کرد،کسانیکه,1
نمیگیرن,9
نميشد,1
هویتشون,3
رشته‌ی,2
تحصیلی,20
خورده،,5
دوری,23
آبعلی,1
فراغتم,1
‏مهمتر,1
رزولوشن,1
عکس،,1
کنارتن,1
‏سطح,1
آنلاین,52
گذرعمر,1
بسازیم,5
کلبه,1
ساحلِ,1
ساحل،,1
دورِ,2
آتیش،,1
چندخط,1
بنویسیم،,1
بگیم،,2
شبى,1
بخوابى,1
فصلى,1
بکشى,1
کیت,8
انگليسيا,1
مثالي,1
بی‌نظیریه,1
گولّه‌های,1
آشامیدنی,1
زیست👌,1
هلند,10
کرایه,10
آژاکس,2
مگس‌ها,2
نمیشناسن,1
میشینن,8
سرشون,10
آدم‌,3
نخوابه،‌بیستر,1
بخوابه،بیشتر,1
بخوابی،,2
فرماليته,1
تاريخ,3
بشريت,1
پلنگیه,1
پوشید،,2
پلنگی,2
اکست,1
رفیقات,1
نکست,1
زیدت,2
کراشت,2
هی‌,2
قاطیش,1
غلظتشو,1
خریدارای,2
همونجور,4
لٓب,1
بدونم,8
همکلاسیام,2
١٩٫٧٥,1
کجان,1
لحافم,1
تبديل,2
n,2
ضلعى,1
منتظم,1
شادم,2
نیست،دخترا,1
پاشونو,1
بزنن،آرایش,1
برسن,6
ترن,3
‏يكي,4
هيچي،,1
ميشيم،,1
نرينه,1
‏توجه,2
تهمت,1
هواىِ,1
اينجوريه,2
شدنت,6
میگزره,1
‏حضرت,2
ايوب,1
مُشتِ,1
ريز,1
‏حتما,1
بودم؟,3
میکردن؟,1
ته‌دیگ,1
نشدیم,4
دوسمون,3
جامونو,3
جاشونو,1
افزاریو,1
‏یاد,1
دیگرون,2
باشیم،,9
بخودمون,1
مربوط,15
وزندگی,1
اردوغان,3
رفراندوم,3
ابراهیم,9
تاتلیس,3
اظهار,6
نادون,1
اخره,1
بیشعوری,14
تضاد,1
دموکراسیه,1
خدایا،,2
مشکلِ,1
من؟,5
دستخوش,2
عزم,1
توریست,7
مظلوم,8
میپرسی,6
بی‌پولی،,2
اینجور,12
بی‌پول‌تر,1
فرودین,4
طولانی‌تری,2
انتظارته,1
ميترسين,1
بميرين,1
لخت,7
بيارنتون,1
ترکای,1
ببندای,1
اونموقع,3
بری؟,2
جانب,2
توست/,1
نمیداری،,1
قرینه,1
عصبانیته،,1
لود,7
صنمی,1
متناى,1
تلگرامى,1
هجاء,1
بندى,1
ً,1
ٌ,1
ٓ,1
َ,1
ْ,1
وضو,2
ميخونم,1
بیتو,1
تخته,11
وايت,1
مينوشتم,1
ديره,1
جووناشون,1
میکشیم,4
آوریل,14
۲۰۱۷,1
خدارو,6
شاکرم,2
عاواتارتون,1
نمیموند,2
ضرب‌المثل,2
یوگسلاو,1
ثروتمندان,2
فقرا,7
می‌گیره,16
نذاره,4
زشته،,5
پشمهایش,1
خاطراتم,2
معشوقه,2
پشمش,2
پرفروشی,1
‏صبحانه,1
استورى,5
ميخورين,1
بيانسه,1
جي,1
زی,1
بورلي,1
هيلز,1
نميخورن,2
‏بيايم,1
روزم,6
الكى,3
بذاريم,2
جهانى,1
‏موی,1
میخای,4
زیرت,2
فوش,1
چمدونشو,1
می‌بنده,1
ابروی,2
کوتاه،,1
پایستگی,1
نیامده,2
نمیرود،,1
دیگرش,1
مسلمونم,1
افراطی,2
هستیو,1
میشن😐,1
پشه؛,1
تنهات,1
نمی‌ذاره,5
پولداری,4
نیستی😐,2
‏-,10
ناشتا,2
محترم,13
بهداشت،,3
بدونه,7
‏روزی,3
سماع،میچرخید,1
میخواند,2
جگرخوار,1
مرا،یار,1
تویی,18
گیج,4
ویج,1
بانگ,1
نگهدار,2
بيو,2
تينيجراس,1
‏مراحل,2
افتتاح,2
بعدشم,15
متأهل,1
دیدمش,6
،دیوث,1
فندکش,1
صبحی,7
ظهری,4
میشدن،,2
کپه,2
مرگمون,3
‏کاری,2
کوره,1
‏می‌خوام,3
تومن؟,4
‏روز,11
ارتشه,1
‏ریشه,1
بیداریه,1
چتای,1
بخونی،,1
اونجاها,1
ناراحتت,3
خوبیاش,1
دخترکناری؟,1
زنمه،,1
سرجات,3
آخربجای,1
منونگاه,1
بدبخ,1
جهش,5
یافته,39
‏برای,9
سمنده,1
ارزونه,3
بگذرونید,2
علاقتونو,2
دریغ,8
اهنگای,1
عشقتون‌می,1
افتید؟,1
سرخپوستای‌,1
مکزیک,3
محدوديت,1
بپذيريد,1
ايتاليايي,2
اَررر,1
میگن۲۱روز,1
حداقل۲۱سال,1
خب🤔,1
لذتى,1
بلاك,2
is,7
كشتنش,1
گوجه‌سبز,3
ششصد؟والا,1
ملا,3
نصرالدین,1
فرهنگِ,2
حالی؟,2
میکشم.خواستم,1
بفهمید,6
چجوریه,6
وضعیتش,2
تنظیمات,4
شافل,1
بازمانده,3
فوعه,1
کفریا,1
دستکش,32
pdf,1
شیشه‌ها,1
۱۳۰,4
1بشکه,1
شدیدی,5
میشه؛,2
۳۵تومن,2
رهن,5
عروسیش,2
جداً,5
شمارمونو,1
عمومیای,1
لوکیشنای,1
رزیدنت,4
اویل,1
کارایی,10
۹۰٪,4
میخاد،,1
بقال,1
بغال,1
تیپش,2
ميخرم,2
ميپره,2
گفتم،,7
نخريدم,1
تحلیل‌گر,3
مسائل,19
بدی،میگن,1
چرا،,3
بودیم.کاش,1
صامت,1
انسانیت,3
چهارمحال,12
بختیاری,15
4.0.1,1
محال,1
‏انقدر,10
پند,3
نرسید؟مرسی,1
دانشچوی,1
شاغل,5
بیکار،,1
شکارچیان,2
حیواناتِ,1
نسلشان,1
نمیشود,3
بهاری,5
عصرا,4
حمل,10
مخالفاتون,1
انتخاباتي,1
داخلي,1
کوالاها,1
نخوابند,1
میمیرند,2
دور،,3
بذارمش,1
بریزمش,1
‏چشای,1
میزنی،,2
انگیزه,11
لمیز,1
لطفا،،,1
بیارم,10
عجیب‌تر,4
آخرشیم؛,1
جریانات,1
نمازمو,1
بخونم،کونمو,1
اونوره,1
راسته,2
قولایی,1
می‌دونی,8
نمی‌تونی,6
کنی؛واسه,1
دادنشو,1
تاخیر,5
جوك,1
گاو‌ها,1
بتونن,23
شیرها,1
نتونن,7
حقشون,1
جالبی,20
ترکیه‌ای,2
کارگردانه,3
مایعات,3
دفع,6
جامداتم,1
نمیشدیم,1
بخاظر,1
آهنگایی,2
لیستم,3
حلالیت,3
‏توضیح,1
احساسات,13
دستِ,3
۵،,1
میفتادم,4
‏اونقد,1
عمرم,21
کنم؛,2
مشروط,1
‏نمیخواد,1
درساتو,2
مانتو,6
شکمی,2
نذری,5
نپوش,1
همه‌چیز,9
نسبیه,1
بودید؟,2
‏کمترین,1
مثبت‌اندیشی,2
شب‌ها,8
راحت‌تر,10
می‌خوابی؛,1
صبحا,14
دیرت,1
پامیشین,1
خوشبختین،,1
هوووی,1
باراومدم,1
میزنمت,1
متنهای,1
اینستای,13
کراشش,2
نمی‌شود,16
‏بیل,1
گیتس,7
موفقیتم,1
شبِ,1
ندیدم,17
ندیدم،,3
کشتی‌گیر,1
سرشاخ,1
میبردم,5
۲ماه,2
میمیرم،,2
شیون,1
‏مرز,1
باریکی,1
کسیو,15
شرش,2
مزخرفی,2
حفظم,1
‏چند,9
نداشتن,19
‏رفیقم,2
ترامادول,2
بزنیم،,4
بعدش؟,1
میخارونی,1
پرشیا,3
میلرزونه,1
بندری,2
‏ترکیب,3
هوشمند,10
یه‌کاری,1
‏وقتايي,1
مثنكه,1
قشنگترين,1
صورته,2
می‌زنن,12
فرموله,1
ایرانی،,1
زورشون,1
نميزنه,2
